,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_KAMA,Exit_KAMA,Entry_EfficiencyRatio,Exit_EfficiencyRatio,Entry_KamaSlope,Exit_KamaSlope,Entry_ATR,Exit_ATR
0,18248,74,92,0.5477174807557348,0.5815693139273261,,,607.4246390005108,10.30361271468825,0.06077437902533342,2024-04-25,2024-05-24,29 days,,0.5240465330480203,0.6007549068323464,0.14410246347072347,0.10096781618007929,0.0006226578763752025,-0.0001467041636731281,0.02109406854830171,0.02832004638483003
1,19464,133,134,0.5446805075805011,0.5234539704250628,,,-423.5484039334016,10.395084739950148,-0.039951134824161134,2024-07-23,2024-07-24,1 days,,0.5406791221639106,0.5401474103670362,0.014447282914714362,0.12465999522535814,3.6321052172105794e-05,-0.000292505976657272,0.01906507993380703,0.018939177157636346
2,13189,186,187,0.771716996424187,0.7370360389452495,,,-467.3566200814506,9.949471891743748,-0.045917524378515324,2024-10-15,2024-10-16,1 days,,0.7773248170695474,0.7750378042728566,0.31069435306967524,0.29283296722455787,-3.367601358069313e-06,-0.002124979783634018,0.06428319094197046,0.058010846696125676
3,12229,195,197,0.7940975522459578,0.7455656244491681,,,-602.9112155208438,9.414270493902347,-0.062085268045086385,2024-10-28,2024-10-30,2 days,,0.7788290330102354,0.7774908860643587,0.25370278214699593,0.13875098744136774,0.0007901435241302046,-0.0006690734729385047,0.036502073716055274,0.03666378565038467
4,13769,259,278,0.6615254720819782,0.9251635165483286,,,3619.1086739149537,10.923560342225347,0.3973311853658491,2025-01-27,2025-03-03,35 days,,0.6353495259418267,0.9400048145624534,2.0148215299625988e-07,0.42377384337538454,0.00021438421522749587,-0.00248003251912395,0.018524239136727745,0.0458947604799351
5,12933,281,284,0.9840091425766536,0.916491012604734,,,-885.5015591803171,12.289584253480442,-0.06958104054828604,2025-03-06,2025-03-11,5 days,,0.945322821826326,0.9443919155667263,0.4213997382923033,0.2998678319011901,0.0033668322643937523,-0.001075249087298798,0.043083094979739944,0.040223020766079406
6,11584,288,295,1.0221495968992576,0.9810283215232484,,,-487.9512604591935,11.602406503503154,-0.04121007772541536,2025-03-17,2025-03-26,9 days,,0.950288809981243,0.9749012579227911,0.22713123134567584,0.03779543580292361,0.003775405241593255,5.007573451247064e-05,0.04376987448606637,0.04228483459931991
7,6769,355,357,1.6771246429056692,1.5520727107030956,,,-857.4057475225095,10.929218443288864,-0.0755260090030783,2025-06-25,2025-06-27,2 days,,1.6026668362707746,1.599488082273502,0.3495974850534671,0.16529427362085122,0.005272104379907401,-0.0015893769986365196,0.08035088094815697,0.07939916706161952
8,6447,360,361,1.6279211404555023,1.6715088721469098,,,270.3743935688803,10.635712645623876,0.02576170039377443,2025-07-02,2025-07-03,1 days,,1.6014847058975294,1.6059688663535636,0.11253072058845215,0.2085753965368556,0.0011899850094332365,0.002172903154688951,0.07653752509664007,0.08408699034238061
9,6215,362,388,1.732147707550797,2.382094458333593,,,4026.6340485845903,12.785007530485743,0.3740383264519338,2025-07-04,2025-08-11,38 days,,1.6101588205589177,2.4288259644731776,0.18784793825003487,0.3736905671171279,0.0043370573306941535,-0.006467079571139085,0.08046208390657805,0.1051605568981334
10,5691,391,401,2.599021153961192,2.439608210488895,,,-921.556481157384,14.337419856542724,-0.06230509432665428,2025-08-14,2025-08-28,14 days,,2.444182539502244,2.54414587345698,0.2866643158180221,0.049458126067214184,0.010062151807186245,-0.0008342167618599442,0.1052805651207573,0.12057128833640997
11,5096,424,427,2.7215221824066598,2.3943483328891357,,,-1680.3131752142763,13.035238072973687,-0.12115711821374461,2025-09-30,2025-10-13,13 days,,2.6428330447516792,2.6213199462121164,0.0422607629191068,0.44159489926225237,0.0006257552093475264,-0.011868495886209493,0.10314480910699536,0.12496129234855988
12,5121,451,453,2.380565236460242,2.267156098904377,,,-592.6686839027848,11.900490479201107,-0.048615764210534824,2025-11-14,2025-11-18,4 days,,2.3045660175153513,2.3033496803061237,0.05665125579711852,0.09578265418385193,0.0009032638333087798,-0.000608168604613842,0.10633261095030772,0.10209359419443803
