标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
20,-1.45,-1.27,-0.18,-0.11,-19.21,-17.92,33.19,30.38,1.97,1.88,5.6,5.5,backtest_summary_20251209_233545.csv
