,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_KAMA,Exit_KAMA,Entry_EfficiencyRatio,Exit_EfficiencyRatio,Entry_KamaSlope,Exit_KamaSlope,Entry_ATR,Exit_ATR
0,30692,48,63,0.3256482841145138,0.3238376081432705,,,-65.54027741198706,9.967010502587959,-0.00655743948775504,2022-03-18,2022-04-12,25 days,,0.30686238641936214,0.31719201390361834,0.3665150155045576,0.044078747369313984,0.002151606394784918,4.759745643045932e-05,0.024246822241430557,0.014081097537723294
1,29162,77,79,0.3404836864154363,0.3093870163661326,,,-916.3168566950532,9.475764717258055,-0.09228520089022968,2022-05-05,2022-05-09,4 days,,0.3162694940408136,0.31560853280718465,0.036329918755410036,0.2949103453407239,0.00024810673680793666,-0.00033048061681443625,0.012123211213744866,0.013180435459437551
2,37968,200,201,0.2373955121911069,0.2483091499037795,,,405.14837936954365,9.220617305209323,0.04494939808733618,2022-11-03,2022-11-04,1 days,,0.237168192918759,0.23770928131742586,0.37031521951257595,0.1408374098479997,0.00015893663524294924,0.0001640249831693641,0.011385549118528739,0.013710077566032344
3,35582,202,262,0.2646988314409844,0.3829257074993607,,,4195.226815736859,11.52188817228768,0.4454234389591293,2022-11-07,2023-02-07,92 days,,0.23814963137535083,0.3806526629454315,0.08601636702060167,0.13224219792826908,0.0004907192282959105,-2.5777736652354832e-05,0.013290828511675856,0.011376785404633044
4,35733,265,266,0.3809243686682972,0.3743692306866152,,,-247.72919859231754,13.494453092874544,-0.01819989833046467,2023-02-10,2023-02-13,3 days,,0.3805934659083126,0.380441895735144,0.07593854889877476,0.1520116679974776,-1.1908429253434013e-05,-0.000106014553195329,0.011437954657931234,0.010436487366505362
5,36917,310,315,0.3620030586040944,0.3417205385394244,,,-761.7594752452947,12.989682017873642,-0.057000573262582795,2023-04-17,2023-04-24,7 days,,0.35409086697269054,0.35542594508146963,0.3278039684576614,0.08476758785768591,0.0006164120454698422,-0.0001530057350211204,0.0077125174262741795,0.007697730560805799
6,35311,357,364,0.3569064922748856,0.3386138726083327,,,-658.2104528478444,12.27975980219566,-0.05222762895172512,2023-06-28,2023-07-07,9 days,,0.3479349974690498,0.3505922675415732,0.28144618865444543,0.0423937956586155,0.0005120032796522475,-9.242393705040837e-05,0.008784719267513475,0.008715598018601771
7,33290,406,407,0.3588073573343708,0.3543542297592904,,,-160.11519159160147,11.87057461717399,-0.013404709436169978,2023-09-05,2023-09-06,1 days,,0.3541043957753986,0.35412290810656183,0.14345347084435744,0.13275373356496006,0.0001041211840284717,4.7533179348135945e-06,0.008933290329104004,0.00825204715298264
8,33317,408,409,0.3537167828276353,0.3492761588321064,,,-159.65907757767565,11.710807918638807,-0.013547902443447198,2023-09-07,2023-09-08,1 days,,0.35407966210455116,0.3538978175162608,0.15960720720973878,0.16655624687775786,-1.2366835423716083e-05,-0.00011254529515047906,0.0076604316809399785,0.007482088481284623
9,35430,445,446,0.3281129436291674,0.3226196614516511,,,-206.1547156484081,11.5277280990067,-0.017733675531657476,2023-11-07,2023-11-08,1 days,,0.3273711705173067,0.32728254267137763,0.037915008143856205,0.07746050264474402,1.4888911031999777e-05,-4.850877964172421e-05,0.007886714552665283,0.007646007233536632
