标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
20,6.38,-2.3,-0.0,-0.12,-20.17,-19.33,37.91,40.0,2.69,1.76,6.8,6.0,backtest_summary_20251209_233822.csv
