标的代码,标的名称,标的类型,货币,策略,是否优化,开始日期,结束日期,持续天数,初始资金,最终资金,收益率(%),年化收益率(%),买入持有收益率(%),夏普比率,索提诺比率,卡玛比率,最大回撤(%),平均回撤(%),最大回撤持续天数,交易次数,胜率(%),最佳交易(%),最差交易(%),平均交易(%),盈亏比,期望值(%),SQN,手续费
515680.SH,央企创新ETF嘉实,etf,CNY,kama_cross,否,2024-01-02,2025-11-28,696,10000,12206.764,22.068,11.49,60.363,0.488,0.948,0.665,-17.275,-17.275,416,7,28.571,28.222,-2.647,2.891,3.731,3.353,0.735,85.369
