标的代码,标的名称,标的类型,货币,策略,是否优化,开始日期,结束日期,持续天数,初始资金,最终资金,收益率(%),年化收益率(%),买入持有收益率(%),夏普比率,索提诺比率,卡玛比率,最大回撤(%),平均回撤(%),最大回撤持续天数,交易次数,胜率(%),最佳交易(%),最差交易(%),平均交易(%),盈亏比,期望值(%),SQN,手续费
159995.SZ,芯片ETF,etf,CNY,kama_cross,否,2022-01-04,2023-12-29,724,10000,8411.995,-15.88,-8.61,-54.322,-0.602,-0.727,-0.387,-22.231,-9.842,420,7,42.857,5.409,-9.124,-2.442,0.333,-2.324,-1.191,66.59
