,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_KAMA,Exit_KAMA,Entry_EfficiencyRatio,Exit_EfficiencyRatio,Entry_KamaSlope,Exit_KamaSlope,Entry_ATR,Exit_ATR
0,21346,190,209,0.4682316481156071,0.5234324713164157,,,1167.7327408977624,10.58403114669798,0.11683317725585667,2024-10-21,2024-11-15,25 days,,0.4411828810494997,0.5118879193241356,0.25212644843499205,0.19651991204825459,0.0012110630641149662,0.0011775136631359355,0.027813234828030366,0.017795136010026864
1,20888,212,215,0.5343584294887732,0.5046640909731663,,,-631.1068941177009,10.851551203704496,-0.05654229092024206,2024-11-20,2024-11-25,5 days,,0.5131019319938823,0.5144699381310703,0.1731096322016892,0.12645857639736363,0.0006160960819920902,-4.2976700391624455e-05,0.017144765344534334,0.018789739524635564
2,20316,218,232,0.5183586619183801,0.5270815778877507,,,166.59517887778205,10.619581955950675,0.015819540507184097,2024-11-28,2024-12-18,20 days,,0.5145312073924658,0.5197039860724544,0.028411938804940334,0.07285608107482174,3.9999992735850753e-05,7.808562411219337e-05,0.015276735122019838,0.01396873113784708
3,22451,260,261,0.4764932850759653,0.4799998556239164,,,67.98890162112397,10.737113750926522,0.006355438937861241,2025-02-05,2025-02-06,1 days,,0.47095854785841185,0.4710854142497826,0.22514179194855471,0.1067209966590675,0.00021570074044389523,2.0904187119382318e-05,0.013454272113251325,0.01323718028474179
4,22428,262,270,0.4799965999727218,0.4723477052445108,,,-182.22900000302255,10.679589038706048,-0.0169273425713461,2025-02-07,2025-02-19,12 days,,0.47119112505273986,0.4728708674858943,0.050673394765367995,0.09251915773450026,0.00011628859716417139,7.177984143809842e-06,0.012776434926954404,0.010393702471464764
5,19537,304,351,0.541718244820491,0.5395604627188422,,,-52.719059974511616,10.562471054597978,-0.004981226830033573,2025-04-09,2025-06-19,71 days,,0.4946545525242813,0.5460723687624974,0.13165028355964956,6.957579124287168e-06,0.001022029828287696,3.004433519423107e-05,0.026361611947740473,0.008897424040681131
6,18917,355,357,0.5566876605902777,0.5454897056136498,,,-222.2566589111098,10.424944618239849,-0.021105270498131514,2025-06-25,2025-06-27,2 days,,0.5463619108519436,0.5463440359287337,0.08427743344575572,0.1048515615854736,0.0001754044775805023,-8.937461605018626e-06,0.009051145600648444,0.00906802021407841
7,16608,384,406,0.6206992106148943,0.6503527074008292,,,481.9304594936038,10.554815127202568,0.04675045550352881,2025-08-05,2025-09-04,30 days,,0.6109549853729532,0.6494704068729036,0.28453558432076187,0.09027464587466703,0.0006317812958325971,-7.569693789566401e-06,0.011345125311728618,0.01629751914334379
8,15436,408,417,0.6990133108538473,0.6940450712701667,,,-87.44137080692758,10.75162459323314,-0.008103949791489876,2025-09-08,2025-09-19,11 days,,0.6539455407586389,0.6819441518715865,0.2772423096290986,0.11237425306992262,0.00223756694286766,0.00020297637483605394,0.020886676733792197,0.018627251994279607
