标的代码,标的名称,标的类型,货币,策略,是否优化,开始日期,结束日期,持续天数,初始资金,最终资金,收益率(%),年化收益率(%),买入持有收益率(%),夏普比率,索提诺比率,卡玛比率,最大回撤(%),平均回撤(%),最大回撤持续天数,交易次数,胜率(%),最佳交易(%),最差交易(%),平均交易(%),盈亏比,期望值(%),SQN,手续费
161724.SZ,煤炭等权LOF,etf,CNY,kama_cross,否,2024-01-02,2025-11-28,696,10000,11878.741,18.787,9.868,25.416,0.244,0.439,0.291,-33.92,-15.559,377,8,37.5,26.921,-8.362,2.177,1.877,2.881,0.484,85.614
