,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_KAMA,Exit_KAMA,Entry_EfficiencyRatio,Exit_EfficiencyRatio,Entry_KamaSlope,Exit_KamaSlope,Entry_ATR,Exit_ATR
0,4658,32,65,2.145414746362948,2.210849099341049,,,294.6474776753487,10.145738496644608,0.029484378795514896,2024-02-23,2024-04-12,49 days,,2.0535569934976743,2.115408572137265,0.33156620426167915,0.08438650756440105,0.004724145103661333,0.0007042317543840918,0.051216868611727376,0.02990504387254668
1,4548,99,100,2.262227217185007,2.288982676695609,,,111.33437855553382,10.34945129868452,0.01082112989256818,2024-06-04,2024-06-05,1 days,,2.256098488585939,2.2581349660405174,0.2459958864121203,0.28653213537713523,0.0004671078023529655,0.001005694060423797,0.03117488407932241,0.032368436082342876
2,4363,101,113,2.3838546954827438,2.503391794522841,,,510.878834893997,10.661528217947183,0.04911938467431731,2024-06-06,2024-06-25,19 days,,2.2701854652552957,2.4807250172779356,0.4070141063668427,0.2664043465882093,0.007043488334678827,0.005280487233372118,0.04048291781882645,0.042782434743081244
3,3745,128,131,2.9135076799473527,2.6691337948539684,,,-925.6336958362897,10.453496161565475,-0.08483423865052292,2024-07-16,2024-07-19,3 days,,2.837341513323253,2.834932366798676,0.2228381184836689,0.054876589623343006,0.0033322245506024473,-0.001321810831167743,0.09387452413462556,0.09810587229586903
4,3983,172,173,2.506880174595336,2.5279712835023034,,,73.97898009764887,10.02690667880145,0.0074090829574319705,2024-09-18,2024-09-19,1 days,,2.5049058790198115,2.505556002596394,0.060051890135234945,0.09819593196657381,0.0001424336617320184,0.00025456142891104133,0.06899781929750648,0.06754000821070118
5,3897,174,180,2.5811008687407844,2.425082993053007,,,-617.7562108099731,9.754549254705204,-0.06141602970208988,2024-09-20,2024-09-30,10 days,,2.5063009570016965,2.5069509341452094,0.090682936962028,0.006666275484918687,0.0006975389909419741,-0.0005097806690130824,0.06326037756006983,0.06298868367230677
6,2787,236,242,3.3871241737889126,3.2799625824423573,,,-307.949940477658,9.290585394808275,-0.03262210921575653,2024-12-24,2025-01-02,9 days,,3.221123840122487,3.26959405635956,0.32938422134189665,0.18437308628252763,0.009913981370326988,0.0006284815440521877,0.1052126871723252,0.08277072968943444
7,2778,243,249,3.2880868903024245,3.154681563029975,,,-379.54900454454304,8.949005381678703,-0.04155203802614507,2025-01-03,2025-01-13,10 days,,3.2697154905197743,3.275950025422799,0.12062198459230539,0.09340013833320619,0.0008030829724212651,-0.0012543310161549452,0.07763554169413983,0.08450126634381669
8,2573,385,396,3.4015729384586373,3.479680940660605,,,192.1191565501762,8.852733115486906,0.021950837631087808,2025-08-06,2025-08-21,15 days,,3.3907232942642023,3.465157126581439,0.1682255764231187,0.10362800106822784,0.0016678149277489969,0.0004999664400380984,0.06944739245365478,0.053201750959979366
9,2059,433,445,4.344295402417623,4.604371547205268,,,526.2841294931255,9.212652624636766,0.05883619497205235,2025-10-21,2025-11-06,16 days,,4.075145681717061,4.543367965006862,0.39896478277121683,0.22516218174503616,0.02181772167080472,0.0015986376635860704,0.11348284995741381,0.14593861443571307
10,2089,446,452,4.533492991327224,4.552089594151414,,,29.358412289200842,9.489891010532437,0.0030999963071159536,2025-11-07,2025-11-17,10 days,,4.543464136229972,4.587972609040684,0.1410171720523225,0.11899518546867048,0.0026185563841056116,-0.002200557137303605,0.14612201088301113,0.13358254503925776
