标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
18,5.96,0.48,0.06,0.03,-18.23,-16.44,37.31,30.95,3.42,2.66,6.2,5.5,backtest_summary_20251209_233857.csv
