标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
20,-6.24,-6.55,-0.62,-0.67,-22.97,-22.94,19.23,16.67,3.72,0.72,6.3,6.0,backtest_summary_20251209_233445.csv
