标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
19,0.68,-2.31,-0.03,-0.1,-19.75,-18.02,41.36,37.5,2.23,1.67,6.7,6.0,backtest_summary_20251209_233721.csv
