标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
20,-4.96,-3.52,-0.51,-0.25,-21.83,-20.37,22.93,20.0,1.88,0.97,5.8,5.5,backtest_summary_20251209_233621.csv
