ts_code,name,industry,adx_mean,annual_return,max_drawdown,return_dd_ratio,volatility,momentum_3m,momentum_12m,trend_consistency,price_efficiency,liquidity_score,excess_return_20d,excess_return_60d,trend_quality,trend_quality_r2,volume_trend,idr,adx_mean_normalized,adx_score_component,final_score,stage2_rank,final_rank
159383.SZ,创业板50ETF华泰柏瑞,其他,48.07216,,,,0.60791,1.53764,,0.49652,,0.55194,0.25603,1.11593,0.72796,0.95939,1.16754,1.68272,1.00000,1.00000,1.00000,1,1
520550.SH,港股红利低波ETF,其他,43.95331,,,,0.29515,-0.01050,,0.44905,,0.64317,-0.10033,-0.39385,0.31754,0.18603,0.65275,-1.81621,0.99563,0.99563,0.99563,5,2
588820.SH,科创200ETF基金,其他,43.24707,,,,0.57524,0.77631,,0.54572,,0.53609,0.04333,0.39581,0.70505,0.86437,2.07150,0.72190,0.99344,0.99344,0.99344,7,3
513830.SH,港股红利ETF,其他,42.98806,,,,0.35306,0.03394,,0.41321,,0.59860,-0.10248,-0.33039,0.21313,0.01304,0.59036,-1.37570,0.99016,0.99016,0.99016,10,4
588960.SH,科创板新能源ETF,新能源,42.64870,,,,0.68670,0.94789,,0.45714,,0.56785,0.28184,0.51260,0.69707,0.93700,2.08847,0.87242,0.98579,0.98579,0.98579,14,5
159201.SZ,自由现金流ETF,其他,40.97817,,,,0.33100,0.21842,,0.46605,,0.73975,-0.06688,-0.16982,0.62414,0.78222,0.93471,-0.63045,0.97705,0.97705,0.97705,22,6
159399.SZ,现金流ETF,其他,40.42857,,,,0.32445,0.19529,,0.41690,,0.70355,-0.08870,-0.17641,0.58830,0.75971,0.84219,-0.64072,0.97377,0.97377,0.97377,25,7
588870.SH,科创50指数ETF,其他,39.85430,,,,0.63595,1.26929,,0.62222,,0.65066,0.19214,0.87977,0.76756,0.91290,1.15150,1.12083,0.96831,0.96831,0.96831,30,8
159336.SZ,央企红利50ETF,其他,39.46938,,,,0.29949,0.13095,,0.26426,,0.52981,-0.11229,-0.24509,0.39443,0.52459,0.87776,-0.94729,0.96503,0.96503,0.96503,33,9
588240.SH,科创200ETF指数,其他,38.94237,,,,0.60281,0.77440,,0.57778,,0.63356,0.04415,0.38598,0.72005,0.86233,0.78047,0.70609,0.96175,0.96175,0.96175,36,10
159305.SZ,储能电池ETF广发,新能源,38.32840,,,,0.68497,1.70952,,0.56032,0.48412,0.57193,0.57530,1.32830,0.66280,0.94396,2.28327,1.99635,0.95956,0.95956,0.95956,38,11
588230.SH,科创200ETF,其他,38.07693,,,,0.59639,0.77465,,0.52222,,0.65499,0.05266,0.39360,0.69019,0.85816,1.00283,0.70571,0.95847,0.95847,0.95847,39,12
588760.SH,人工智能ETF科创,科技,37.95650,,,,0.95071,1.40945,,0.53175,,0.70224,0.07970,1.01987,0.71801,0.90428,1.19408,1.23617,0.95738,0.95738,0.95738,40,13
588790.SH,科创AIETF,科技,37.41425,,,,0.99876,1.39189,,0.50952,,0.70560,0.07366,0.99517,0.70753,0.90553,0.97144,1.23826,0.95410,0.95410,0.95410,43,14
159320.SZ,电网ETF,其他,37.35058,,,,0.51524,1.16465,,0.56825,,0.57138,0.10803,0.73511,0.75497,0.94168,1.24159,1.20415,0.95301,0.95301,0.95301,44,15
588930.SH,科创板人工智能ETF,科技,37.28414,,,,0.76414,1.37110,,0.54921,,0.66089,0.07160,0.96995,0.72663,0.90406,0.96060,1.22712,0.95191,0.95191,0.95191,45,16
561880.SH,A100ETF基金,其他,37.07825,,,,0.28676,0.44546,,0.55714,,0.58544,0.04246,0.06277,0.74013,0.92312,0.54865,0.21453,0.94973,0.94973,0.94973,47,17
530580.SH,上证180ETF南方,其他,36.87900,,,,0.31108,0.36728,,0.60476,,0.61250,-0.03034,-0.03110,0.75671,0.90866,0.99460,-0.11777,0.94863,0.94863,0.94863,48,18
530300.SH,上证180ETF华泰柏瑞,其他,36.38632,,,,0.25219,0.37671,,0.59206,,0.58842,-0.00931,-0.02593,0.75157,0.91108,0.73244,-0.09863,0.94426,0.94426,0.94426,52,19
563210.SH,专精特新ETF,其他,36.30972,,,,0.60032,1.11341,,0.61429,,0.55899,0.28466,0.72954,0.77573,0.93718,1.74398,1.18702,0.94317,0.94317,0.94317,53,20
