标的代码,标的名称,标的类型,货币,策略,是否优化,开始日期,结束日期,持续天数,初始资金,最终资金,收益率(%),年化收益率(%),买入持有收益率(%),夏普比率,索提诺比率,卡玛比率,最大回撤(%),平均回撤(%),最大回撤持续天数,交易次数,胜率(%),最佳交易(%),最差交易(%),平均交易(%),盈亏比,期望值(%),SQN,手续费
161028.SZ,新能源车LOF,etf,CNY,kama_cross,否,2024-01-02,2025-11-28,696,10000,9636.057,-3.639,-2.002,216.547,-0.106,-0.155,-0.095,-21.068,-9.78,380,6,33.333,14.862,-6.801,-0.616,0.917,-0.31,-0.183,57.934
