strategy,ts_code,params,return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,num_trades,avg_trade_duration
loss_protection,159715.SZ,"max_losses=4, pause_bars=5",50.86023345999998,0.797526553771235,-21.628504267278913,45.45454545454545,11,36 days
loss_protection,159715.SZ,"max_losses=4, pause_bars=10",50.86023345999998,0.797526553771235,-21.628504267278913,45.45454545454545,11,36 days
loss_protection,159715.SZ,"max_losses=4, pause_bars=15",50.86023345999998,0.797526553771235,-21.628504267278913,45.45454545454545,11,36 days
combined,159715.SZ,"trailing_stop_pct=0.05, max_losses=3, pause_bars=10",12.471570979999996,0.38705654419740965,-21.219527410794203,40.0,10,25 days
base,588170.SH,"n1=10, n2=20",18.065732860000008,0.795681321350259,-15.56909644391461,55.55555555555556,9,20 days
trailing_stop,588170.SH,trailing_stop_pct=0.03,15.60203794000001,1.321706508508697,-8.148321059525788,75.0,4,18 days
trailing_stop,588170.SH,trailing_stop_pct=0.05,23.175552500000013,1.2124912351367414,-9.763409702488223,75.0,4,27 days
trailing_stop,588170.SH,trailing_stop_pct=0.07,24.03392568000005,1.2494523299851377,-9.763409702488223,75.0,4,28 days
loss_protection,588170.SH,"max_losses=2, pause_bars=5",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=2, pause_bars=10",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=2, pause_bars=15",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=3, pause_bars=5",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=3, pause_bars=10",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=3, pause_bars=15",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=4, pause_bars=5",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
