标的数量,年化收益率-均值(%),年化收益率-中位数(%),夏普-均值,夏普-中位数,最大回撤-均值(%),最大回撤-中位数(%),胜率-均值(%),胜率-中位数(%),盈亏比-均值,盈亏比-中位数,交易次数-均值,交易次数-中位数,来源文件
20,-4.22,-4.13,-0.5,-0.29,-23.6,-22.18,23.54,20.84,4.05,1.31,6.6,6.0,backtest_summary_20251209_233433.csv
