ts_code,strategy,return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,num_trades,avg_trade_duration,exposure_time_pct,optimized_fast_period,optimized_slow_period,optimized_signal_period,max_consecutive_losses,pause_bars,trailing_stop_pct
159608.SZ,combined,34.301354780000004,0.7628980460648901,-17.59210348242316,58.333333333333336,12,30 days 00:00:00,52.2633744855967,20,38,14,2,10,0.05
159732.SZ,combined,40.66672097999992,0.654259908989725,-26.608588614777062,47.82608695652174,23,20 days 00:00:00,64.60905349794238,16,40,10,2,10,0.05
159206.SZ,combined,15.994472459999978,0.9203821973318087,-12.201104496883886,44.44444444444444,9,21 days 00:00:00,76.25,10,34,6,2,10,0.05
520600.SH,combined,22.462396780000034,0.9567365848442249,-12.59460434230858,57.14285714285714,7,19 days 00:00:00,43.47826086956522,18,36,6,2,10,0.05
512980.SH,combined,17.273684539999902,0.31646739575898103,-22.159265032982056,36.36363636363637,33,15 days 00:00:00,69.95884773662551,14,22,6,2,10,0.05
510210.SH,combined,13.633210080000008,0.5514958559156714,-13.66603868038052,42.857142857142854,14,38 days 00:00:00,74.48559670781893,20,40,12,2,10,0.05
561160.SH,combined,156.53057090000019,1.3192949374905667,-17.39868541469788,57.89473684210527,19,33 days 00:00:00,86.21399176954732,10,38,12,2,10,0.07
516160.SH,combined,458.99116793999974,0.2214042197953593,-15.465805542807342,50.0,24,25 days 00:00:00,83.1275720164609,20,38,6,2,10,0.07
159566.SZ,combined,118.94982932,1.3652231074117402,-12.200145140819608,58.82352941176471,17,31 days 00:00:00,84.76190476190476,14,40,14,2,10,0.07
159783.SZ,combined,97.6935266,0.9883073104702155,-19.302123534055315,52.63157894736842,19,33 days 00:00:00,87.86008230452676,16,32,14,2,10,0.07
159715.SZ,combined,47.87480835999995,0.6555078449847476,-29.755575084586074,36.36363636363637,22,28 days 00:00:00,85.39094650205762,18,40,14,2,10,0.07
588170.SH,combined,1.2433444600000259,0.07992172400833458,-12.148343779999982,45.45454545454545,11,15 days 00:00:00,74.30555555555556,8,38,8,2,10,0.07
515070.SH,combined,98.84448863999998,1.139029190944543,-26.846956770323416,43.75,16,30 days 00:00:00,68.93004115226337,20,38,14,2,10,0.07
159399.SZ,combined,4.123865659999974,0.4044676872203915,-6.224972624922909,62.5,8,30 days 00:00:00,91.81286549707602,16,32,12,2,10,0.07
159201.SZ,combined,8.985613560000075,0.7284790037259137,-10.539607335936763,50.0,8,27 days 00:00:00,82.45614035087719,12,26,14,2,10,0.07
588870.SH,combined,23.819398740000054,0.9746373651502418,-10.248190427990966,38.46153846153847,13,18 days 00:00:00,81.38297872340425,10,38,6,2,10,0.07
159366.SZ,combined,15.955747020000036,0.9716108593300535,-14.711937507454154,40.0,5,27 days 00:00:00,65.71428571428571,18,34,14,2,10,0.07
589010.SH,combined,20.38823302000001,1.1955914582222265,-15.765830560442529,40.0,5,23 days 00:00:00,58.74125874125874,14,22,14,2,10,0.07
159922.SZ,combined,110.03448248000001,0.6788823313378913,-18.429007333138138,40.0,15,44 days 00:00:00,89.50617283950618,20,40,14,2,10,0.07
563800.SH,combined,13.94988161999996,0.8409034949075304,-7.673159873534718,50.0,10,31 days 00:00:00,87.76371308016878,20,40,12,2,10,0.07
159608.SZ,combined,36.76914220000004,0.5670967554398479,-31.563342889478008,56.25,16,35 days 00:00:00,78.39506172839506,20,40,8,2,10,0.07
159732.SZ,combined,51.53661948000005,0.7282439240953312,-19.971521370158552,47.368421052631575,19,28 days 00:00:00,73.04526748971193,18,40,12,2,10,0.07
159206.SZ,combined,14.241669800000038,0.866158015756653,-14.676207166447519,60.0,5,32 days 00:00:00,70.0,20,30,14,2,10,0.07
520600.SH,combined,11.5894635,0.4747421360911462,-15.455747981244905,75.0,8,22 days 00:00:00,58.454106280193244,10,30,14,2,10,0.07
512980.SH,combined,82.44075087999998,1.0042914018854692,-21.91076134196307,60.0,15,41 days 00:00:00,85.18518518518519,18,40,14,2,10,0.07
510210.SH,combined,38.87900315999994,0.9157828060411858,-12.915254530277265,64.28571428571429,14,49 days 00:00:00,91.76954732510289,20,40,14,2,10,0.07
561160.SH,combined,88.66755103999992,1.3343346402849632,-14.570732021492939,52.38095238095239,21,20 days 00:00:00,63.16872427983539,10,24,12,2,15,0.03
516160.SH,combined,82.84164407999994,1.3780648528439379,-11.678343850497242,55.55555555555556,18,23 days 00:00:00,58.43621399176955,12,34,14,2,15,0.03
159566.SZ,combined,45.46069178000003,1.1531255504731694,-12.686909772322775,43.75,16,17 days 00:00:00,47.38095238095238,16,22,14,2,15,0.03
159783.SZ,combined,94.44186201999993,1.0662813407870055,-17.415238715304206,56.25,16,24 days 00:00:00,53.90946502057613,18,24,14,2,15,0.03
159715.SZ,combined,24.734035419999962,0.5302016415452036,-14.615224415425532,45.83333333333333,24,12 days 00:00:00,43.415637860082306,20,24,10,2,15,0.03
588170.SH,combined,7.463301079999947,0.4766058396806957,-15.338455564874886,57.14285714285714,7,17 days 00:00:00,56.25,20,40,14,2,15,0.03
515070.SH,combined,28.142474900000014,0.6399049813945659,-21.900173786287002,40.0,15,13 days 00:00:00,28.600823045267486,20,38,14,2,15,0.03
159399.SZ,combined,10.689593259999965,1.0612449837817692,-4.072812314282381,83.33333333333334,6,26 days 00:00:00,62.57309941520468,20,30,8,2,15,0.03
159201.SZ,combined,14.535051759999988,1.25625616715761,-6.698984786350371,57.14285714285714,7,23 days 00:00:00,66.08187134502924,12,26,14,2,15,0.03
588870.SH,combined,14.984157040000026,0.6462768048175999,-12.637753066038005,42.857142857142854,14,16 days 00:00:00,81.38297872340425,10,38,6,2,15,0.03
159366.SZ,combined,17.332311980000032,1.315772044654325,-10.477593802434903,50.0,6,21 days 00:00:00,59.285714285714285,18,30,14,2,15,0.03
589010.SH,combined,18.55825443999998,1.05146178332934,-10.654759391118917,40.0,10,12 days 00:00:00,60.13986013986013,8,22,6,2,15,0.03
159922.SZ,combined,78.57348692000004,0.5867688637856984,-15.366187740061276,30.0,20,19 days 00:00:00,53.49794238683128,20,38,6,2,15,0.03
563800.SH,combined,4.885121240000026,0.3571531551341255,-10.45271233071009,41.66666666666667,12,23 days 00:00:00,76.37130801687763,18,38,14,2,15,0.03
159608.SZ,combined,2.5143558599999234,0.05388943712538879,-21.892315941016726,33.33333333333333,30,13 days 00:00:00,58.230452674897116,8,22,12,2,15,0.03
159732.SZ,combined,23.55751906000001,0.5140442728561644,-23.30626814804858,39.130434782608695,23,13 days 00:00:00,42.38683127572017,20,40,8,2,15,0.03
159206.SZ,combined,16.749817060000023,1.1941501392946234,-10.796443977758209,60.0,5,17 days 00:00:00,38.75,20,30,14,2,15,0.03
520600.SH,combined,9.484995879999952,0.5746473277561863,-10.21961534434629,44.44444444444444,9,14 days 00:00:00,43.47826086956522,10,30,14,2,15,0.03
512980.SH,combined,33.83656182000001,0.6074395677874199,-21.8386358003258,37.03703703703704,27,13 days 00:00:00,46.913580246913575,12,32,6,2,15,0.03
510210.SH,combined,35.53867902000005,0.950656231182799,-11.052906997073952,50.0,12,34 days 00:00:00,58.43621399176955,20,40,14,2,15,0.03
561160.SH,combined,139.40667360000006,1.2912332818961583,-17.737153610892666,52.63157894736842,19,29 days 00:00:00,75.30864197530865,10,38,12,2,15,0.05
516160.SH,combined,37.39632382000001,0.6992903501065297,-22.699048455303995,45.0,20,24 days 00:00:00,68.3127572016461,20,36,6,2,15,0.05
159566.SZ,combined,99.31042122,1.2333190059514942,-15.282152924266201,50.0,18,27 days 00:00:00,77.85714285714286,18,36,12,2,15,0.05
159783.SZ,combined,108.76289078,1.0913507053691263,-17.154826863509676,50.0,18,32 days 00:00:00,81.27572016460906,16,32,14,2,15,0.05
159715.SZ,combined,25.116704999999982,0.441298234764521,-20.892958367107628,37.93103448275862,29,17 days 00:00:00,67.6954732510288,10,40,6,2,15,0.05
588170.SH,combined,12.151753179999996,0.6202813448281203,-13.831854074768879,36.36363636363637,11,17 days 00:00:00,82.63888888888889,8,22,6,2,15,0.05
515070.SH,combined,83.89443507999992,1.0715735283530574,-25.071772099760604,43.75,16,24 days 00:00:00,54.73251028806584,20,40,10,2,15,0.05
159399.SZ,combined,6.18981237999993,0.5950194362565634,-6.225116373157514,62.5,8,27 days 00:00:00,84.7953216374269,16,32,12,2,15,0.05
159201.SZ,combined,11.266337739999926,0.9840926340915492,-7.198112826527259,45.45454545454545,11,19 days 00:00:00,83.62573099415205,12,22,6,2,15,0.05
588870.SH,combined,23.864859020000022,1.1511574674390617,-10.724067091683033,28.57142857142857,7,23 days 00:00:00,60.63829787234043,20,30,14,2,15,0.05
159366.SZ,combined,32.07423592000003,1.769868772471003,-9.432066172001885,50.0,4,31 days 00:00:00,62.142857142857146,18,34,14,2,15,0.05
589010.SH,combined,27.948661680000026,1.5701007917920182,-10.426826975229453,20.0,5,22 days 00:00:00,56.64335664335665,14,22,14,2,15,0.05
159922.SZ,combined,93.18869718000002,0.6697358072561207,-12.408128760614245,47.368421052631575,19,25 days 00:00:00,66.46090534979425,14,28,14,2,15,0.05
563800.SH,combined,15.392002739999972,0.9185233184128571,-7.673294324931179,50.0,10,29 days 00:00:00,82.70042194092827,20,40,12,2,15,0.05
159608.SZ,combined,43.79494694000001,0.9373970177427499,-12.42738140613876,58.333333333333336,12,30 days 00:00:00,52.2633744855967,20,38,14,2,15,0.05
159732.SZ,combined,53.82575091999996,0.7746592351454755,-23.8543421065179,41.17647058823529,34,17 days 00:00:00,79.01234567901234,8,28,6,2,15,0.05
159206.SZ,combined,20.69402986000001,1.1044003670831821,-11.690201030208103,41.66666666666667,12,17 days 00:00:00,85.0,8,20,8,2,15,0.05
520600.SH,combined,20.263809800000036,0.9410615047919121,-12.494625684176608,57.14285714285714,7,19 days 00:00:00,42.99516908212561,18,28,8,2,15,0.05
512980.SH,combined,14.894249099999998,0.33533549697108117,-22.713520782719275,42.857142857142854,14,25 days 00:00:00,49.382716049382715,20,38,12,2,15,0.05
510210.SH,combined,15.72105059999998,0.6264361716751835,-12.0785485872015,46.15384615384615,13,41 days 00:00:00,74.48559670781893,20,40,12,2,15,0.05
561160.SH,combined,145.59699318,1.2917730771933156,-18.664835539254664,62.5,16,37 days 00:00:00,82.51028806584361,18,38,12,2,15,0.07
516160.SH,combined,418.87343192000014,0.21542360937960509,-20.09288768113815,46.42857142857143,28,22 days 00:00:00,81.6872427983539,8,22,10,2,15,0.07
159566.SZ,combined,118.94982932,1.3652231074117402,-12.200145140819608,58.82352941176471,17,31 days 00:00:00,84.76190476190476,14,40,14,2,15,0.07
159783.SZ,combined,97.6935266,0.9883073104702155,-19.302123534055315,52.63157894736842,19,33 days 00:00:00,87.86008230452676,16,32,14,2,15,0.07
159715.SZ,combined,44.645756959999886,0.6189091884075371,-29.75523686073922,34.78260869565217,23,28 days 00:00:00,88.47736625514403,20,36,14,2,15,0.07
588170.SH,combined,3.1234684599999856,0.167549283215786,-20.76844251988137,33.33333333333333,12,16 days 00:00:00,88.88888888888889,8,22,6,2,15,0.07
515070.SH,combined,98.84448863999998,1.139029190944543,-26.846956770323416,43.75,16,30 days 00:00:00,68.93004115226337,20,38,14,2,15,0.07
159399.SZ,combined,4.123865659999974,0.4044676872203915,-6.224972624922909,62.5,8,30 days 00:00:00,91.81286549707602,16,32,12,2,15,0.07
159201.SZ,combined,8.985613560000075,0.7284790037259137,-10.539607335936763,50.0,8,27 days 00:00:00,82.45614035087719,12,26,14,2,15,0.07
588870.SH,combined,23.819398740000054,0.9746373651502418,-10.248190427990966,38.46153846153847,13,18 days 00:00:00,81.38297872340425,10,38,6,2,15,0.07
159366.SZ,combined,15.955747020000036,0.9716108593300535,-14.711937507454154,40.0,5,27 days 00:00:00,65.71428571428571,18,34,14,2,15,0.07
589010.SH,combined,26.45187028000004,1.236204040626665,-20.962989510876195,33.33333333333333,6,20 days 00:00:00,60.13986013986013,18,36,6,2,15,0.07
159922.SZ,combined,110.03448248000001,0.6788823313378913,-18.429007333138138,40.0,15,44 days 00:00:00,89.50617283950618,20,40,14,2,15,0.07
563800.SH,combined,13.94988161999996,0.8409034949075304,-7.673159873534718,50.0,10,31 days 00:00:00,87.76371308016878,20,40,12,2,15,0.07
159608.SZ,combined,46.436985580000034,0.6842679937818442,-26.725739379266845,56.25,16,35 days 00:00:00,78.39506172839506,20,40,8,2,15,0.07
159732.SZ,combined,51.53661948000005,0.7282439240953312,-19.971521370158552,47.368421052631575,19,28 days 00:00:00,73.04526748971193,18,40,12,2,15,0.07
159206.SZ,combined,14.241669800000038,0.866158015756653,-14.676207166447519,60.0,5,32 days 00:00:00,70.0,20,30,14,2,15,0.07
520600.SH,combined,11.5894635,0.4747421360911462,-15.455747981244905,75.0,8,22 days 00:00:00,58.454106280193244,10,30,14,2,15,0.07
512980.SH,combined,82.44075087999998,1.0042914018854692,-21.91076134196307,60.0,15,41 days 00:00:00,85.18518518518519,18,40,14,2,15,0.07
